method,horizon,seed,update,generated_training_trajectories,training_actions,purchased_reference_queries,purchased_invariant_checks,candidate_reference_labels,evaluation_episodes,reference_success,cheap_success,cheap_false_acceptance,reporting_reference_queries
whole_group_residual,12,7,175,1400,16800,695,8340,1249,256,0.88671875,0.9375,0.05078125,256
whole_group_residual,12,7,200,1600,19200,777,9324,1438,256,0.92578125,0.9609375,0.03515625,256
whole_group_residual,12,7,225,1800,21600,903,10836,1634,256,0.93359375,0.96875,0.03515625,256
whole_group_residual,12,7,250,2000,24000,1009,12108,1827,256,0.94140625,0.97265625,0.03125,256
whole_group_residual,12,7,275,2200,26400,1117,13404,2016,256,0.94921875,0.9765625,0.02734375,256
whole_group_residual,12,7,300,2400,28800,1242,14904,2211,256,0.94921875,0.9765625,0.02734375,256
rr_completion,12,7,0,0,0,0,0,0,256,0.3515625,0.67578125,0.32421875,256
rr_completion,12,7,25,200,2400,79,948,160,256,0.55859375,0.79296875,0.234375,256
rr_completion,12,7,50,400,4800,174,2088,326,256,0.69921875,0.83984375,0.140625,256
rr_completion,12,7,75,600,7200,286,3432,503,256,0.79296875,0.890625,0.09765625,256
rr_completion,12,7,100,800,9600,388,4656,681,256,0.83203125,0.921875,0.08984375,256
rr_completion,12,7,125,1000,12000,484,5808,868,256,0.859375,0.921875,0.0625,256
rr_completion,12,7,150,1200,14400,588,7056,1054,256,0.89453125,0.9375,0.04296875,256
rr_completion,12,7,175,1400,16800,687,8244,1249,256,0.8828125,0.93359375,0.05078125,256
rr_completion,12,7,200,1600,19200,774,9288,1439,256,0.921875,0.9609375,0.0390625,256
rr_completion,12,7,225,1800,21600,888,10656,1633,256,0.9296875,0.95703125,0.02734375,256
rr_completion,12,7,250,2000,24000,990,11880,1826,256,0.93359375,0.96484375,0.03125,256
rr_completion,12,7,275,2200,26400,1090,13080,2011,256,0.94921875,0.97265625,0.0234375,256
rr_completion,12,7,300,2400,28800,1193,14316,2205,256,0.94140625,0.9765625,0.03515625,256
naive_reward_ht,12,7,0,0,0,0,0,0,256,0.3515625,0.67578125,0.32421875,256
naive_reward_ht,12,7,25,200,2400,68,816,155,256,0.48046875,0.7265625,0.24609375,256
naive_reward_ht,12,7,50,400,4800,158,1896,308,256,0.578125,0.7734375,0.1953125,256
naive_reward_ht,12,7,75,600,7200,240,2880,478,256,0.6484375,0.7890625,0.140625,256
naive_reward_ht,12,7,100,800,9600,325,3900,640,256,0.69921875,0.8125,0.11328125,256
naive_reward_ht,12,7,125,1000,12000,403,4836,812,256,0.734375,0.8359375,0.1015625,256
naive_reward_ht,12,7,150,1200,14400,485,5820,985,256,0.7890625,0.88671875,0.09765625,256
naive_reward_ht,12,7,175,1400,16800,563,6756,1169,256,0.796875,0.8828125,0.0859375,256
naive_reward_ht,12,7,200,1600,19200,659,7908,1352,256,0.8125,0.88671875,0.07421875,256
naive_reward_ht,12,7,225,1800,21600,756,9072,1537,256,0.828125,0.90625,0.078125,256
naive_reward_ht,12,7,250,2000,24000,852,10224,1723,256,0.83984375,0.91796875,0.078125,256
naive_reward_ht,12,7,275,2200,26400,941,11292,1899,256,0.859375,0.92578125,0.06640625,256
naive_reward_ht,12,7,300,2400,28800,1045,12540,2091,256,0.87890625,0.9375,0.05859375,256
partial_replacement,12,7,0,0,0,0,0,0,256,0.3515625,0.67578125,0.32421875,256
partial_replacement,12,7,25,200,2400,72,864,161,256,0.5,0.8046875,0.3046875,256
partial_replacement,12,7,50,400,4800,173,2076,332,256,0.625,0.84765625,0.22265625,256
partial_replacement,12,7,75,600,7200,260,3120,510,256,0.671875,0.8984375,0.2265625,256
partial_replacement,12,7,100,800,9600,352,4224,691,256,0.78125,0.90625,0.125,256
partial_replacement,12,7,125,1000,12000,431,5172,872,256,0.8203125,0.921875,0.1015625,256
partial_replacement,12,7,150,1200,14400,517,6204,1058,256,0.84765625,0.94140625,0.09375,256
partial_replacement,12,7,175,1400,16800,602,7224,1251,256,0.87109375,0.94140625,0.0703125,256
partial_replacement,12,7,200,1600,19200,701,8412,1441,256,0.87890625,0.94140625,0.0625,256
partial_replacement,12,7,225,1800,21600,805,9660,1634,256,0.90234375,0.953125,0.05078125,256
partial_replacement,12,7,250,2000,24000,908,10896,1827,256,0.90625,0.95703125,0.05078125,256
partial_replacement,12,7,275,2200,26400,1003,12036,2015,256,0.91796875,0.96875,0.05078125,256
partial_replacement,12,7,300,2400,28800,1108,13296,2209,256,0.92578125,0.9765625,0.05078125,256
full,12,8,0,0,0,0,0,0,256,0.44140625,0.77734375,0.3359375,256
full,12,8,25,200,2400,151,1812,151,256,0.59765625,0.83984375,0.2421875,256
full,12,8,50,400,4800,322,3864,322,256,0.703125,0.87890625,0.17578125,256
full,12,8,75,600,7200,502,6024,502,256,0.77734375,0.91796875,0.140625,256
full,12,8,100,800,9600,683,8196,683,256,0.82421875,0.92578125,0.1015625,256
full,12,8,125,1000,12000,865,10380,865,256,0.84375,0.9453125,0.1015625,256
full,12,8,150,1200,14400,1055,12660,1055,256,0.8671875,0.95703125,0.08984375,256
full,12,8,175,1400,16800,1248,14976,1248,256,0.875,0.95703125,0.08203125,256
full,12,8,200,1600,19200,1436,17232,1436,256,0.88671875,0.95703125,0.0703125,256
full,12,8,225,1800,21600,1630,19560,1630,256,0.91796875,0.9609375,0.04296875,256
full,12,8,250,2000,24000,1823,21876,1823,256,0.91796875,0.96484375,0.046875,256
full,12,8,275,2200,26400,2016,24192,2016,256,0.93359375,0.9765625,0.04296875,256
full,12,8,300,2400,28800,2210,26520,2210,256,0.94140625,0.98046875,0.0390625,256
proxy,12,8,0,0,0,0,0,0,256,0.44140625,0.77734375,0.3359375,256
proxy,12,8,25,200,2400,0,0,156,256,0.5,0.86328125,0.36328125,256
proxy,12,8,50,400,4800,0,0,328,256,0.34375,0.90234375,0.55859375,256
proxy,12,8,75,600,7200,0,0,513,256,0.27734375,0.9296875,0.65234375,256
proxy,12,8,100,800,9600,0,0,699,256,0.2265625,0.953125,0.7265625,256
proxy,12,8,125,1000,12000,0,0,885,256,0.13671875,0.96484375,0.828125,256
proxy,12,8,150,1200,14400,0,0,1079,256,0.12890625,0.97265625,0.84375,256
proxy,12,8,175,1400,16800,0,0,1274,256,0.06640625,0.96484375,0.8984375,256
proxy,12,8,200,1600,19200,0,0,1463,256,0.06640625,0.9765625,0.91015625,256
proxy,12,8,225,1800,21600,0,0,1660,256,0.05078125,0.98046875,0.9296875,256
proxy,12,8,250,2000,24000,0,0,1854,256,0.06640625,0.97265625,0.90625,256
proxy,12,8,275,2200,26400,0,0,2049,256,0.0625,0.984375,0.921875,256
proxy,12,8,300,2400,28800,0,0,2245,256,0.06640625,0.984375,0.91796875,256
whole_group_residual,12,8,0,0,0,0,0,0,256,0.44140625,0.77734375,0.3359375,256
whole_group_residual,12,8,25,200,2400,75,900,150,256,0.62109375,0.83984375,0.21875,256
whole_group_residual,12,8,50,400,4800,175,2100,318,256,0.71875,0.890625,0.171875,256
whole_group_residual,12,8,75,600,7200,270,3240,498,256,0.77734375,0.91796875,0.140625,256
whole_group_residual,12,8,100,800,9600,345,4140,678,256,0.80859375,0.90625,0.09765625,256
whole_group_residual,12,8,125,1000,12000,453,5436,861,256,0.85546875,0.94140625,0.0859375,256
whole_group_residual,12,8,150,1200,14400,550,6600,1045,256,0.8828125,0.95703125,0.07421875,256
whole_group_residual,12,8,175,1400,16800,633,7596,1238,256,0.875,0.9609375,0.0859375,256
whole_group_residual,12,8,200,1600,19200,729,8748,1426,256,0.890625,0.96484375,0.07421875,256
whole_group_residual,12,8,225,1800,21600,814,9768,1620,256,0.90625,0.96875,0.0625,256
whole_group_residual,12,8,250,2000,24000,923,11076,1814,256,0.91796875,0.97265625,0.0546875,256
whole_group_residual,12,8,275,2200,26400,1025,12300,2008,256,0.91796875,0.9765625,0.05859375,256
whole_group_residual,12,8,300,2400,28800,1119,13428,2203,256,0.921875,0.98046875,0.05859375,256
rr_completion,12,8,0,0,0,0,0,0,256,0.44140625,0.77734375,0.3359375,256
rr_completion,12,8,25,200,2400,79,948,150,256,0.625,0.83984375,0.21484375,256
rr_completion,12,8,50,400,4800,171,2052,320,256,0.6953125,0.8671875,0.171875,256
rr_completion,12,8,75,600,7200,268,3216,497,256,0.78125,0.90625,0.125,256
rr_completion,12,8,100,800,9600,345,4140,676,256,0.82421875,0.91796875,0.09375,256
rr_completion,12,8,125,1000,12000,457,5484,854,256,0.86328125,0.953125,0.08984375,256
rr_completion,12,8,150,1200,14400,548,6576,1042,256,0.87890625,0.9609375,0.08203125,256
rr_completion,12,8,175,1400,16800,637,7644,1234,256,0.87890625,0.95703125,0.078125,256
rr_completion,12,8,200,1600,19200,732,8784,1423,256,0.90234375,0.96875,0.06640625,256
rr_completion,12,8,225,1800,21600,834,10008,1618,256,0.9140625,0.96875,0.0546875,256
rr_completion,12,8,250,2000,24000,947,11364,1810,256,0.9140625,0.97265625,0.05859375,256
rr_completion,12,8,275,2200,26400,1048,12576,2006,256,0.9296875,0.9765625,0.046875,256
rr_completion,12,8,300,2400,28800,1145,13740,2201,256,0.94140625,0.98046875,0.0390625,256
naive_reward_ht,12,8,0,0,0,0,0,0,256,0.44140625,0.77734375,0.3359375,256
naive_reward_ht,12,8,25,200,2400,72,864,145,256,0.53125,0.80859375,0.27734375,256
naive_reward_ht,12,8,50,400,4800,154,1848,304,256,0.6171875,0.84375,0.2265625,256
naive_reward_ht,12,8,75,600,7200,236,2832,477,256,0.65234375,0.86328125,0.2109375,256
naive_reward_ht,12,8,100,800,9600,329,3948,647,256,0.72265625,0.87890625,0.15625,256
naive_reward_ht,12,8,125,1000,12000,425,5100,818,256,0.76953125,0.90625,0.13671875,256
naive_reward_ht,12,8,150,1200,14400,530,6360,999,256,0.8046875,0.921875,0.1171875,256
naive_reward_ht,12,8,175,1400,16800,624,7488,1177,256,0.8046875,0.92578125,0.12109375,256
naive_reward_ht,12,8,200,1600,19200,722,8664,1356,256,0.83984375,0.94140625,0.1015625,256
naive_reward_ht,12,8,225,1800,21600,816,9792,1543,256,0.84375,0.94140625,0.09765625,256
naive_reward_ht,12,8,250,2000,24000,910,10920,1723,256,0.84765625,0.94921875,0.1015625,256
naive_reward_ht,12,8,275,2200,26400,1006,12072,1908,256,0.85546875,0.95703125,0.1015625,256
naive_reward_ht,12,8,300,2400,28800,1107,13284,2099,256,0.85546875,0.953125,0.09765625,256
partial_replacement,12,8,0,0,0,0,0,0,256,0.44140625,0.77734375,0.3359375,256
partial_replacement,12,8,25,200,2400,75,900,152,256,0.57421875,0.84375,0.26953125,256
partial_replacement,12,8,50,400,4800,161,1932,320,256,0.671875,0.8984375,0.2265625,256
partial_replacement,12,8,75,600,7200,250,3000,502,256,0.72265625,0.91796875,0.1953125,256
partial_replacement,12,8,100,800,9600,351,4212,686,256,0.765625,0.921875,0.15625,256
partial_replacement,12,8,125,1000,12000,452,5424,868,256,0.8203125,0.94140625,0.12109375,256
partial_replacement,12,8,150,1200,14400,560,6720,1055,256,0.8515625,0.95703125,0.10546875,256
partial_replacement,12,8,175,1400,16800,661,7932,1245,256,0.84765625,0.95703125,0.109375,256
partial_replacement,12,8,200,1600,19200,764,9168,1435,256,0.86328125,0.96484375,0.1015625,256
partial_replacement,12,8,225,1800,21600,864,10368,1630,256,0.87890625,0.96484375,0.0859375,256
partial_replacement,12,8,250,2000,24000,966,11592,1824,256,0.88671875,0.97265625,0.0859375,256
partial_replacement,12,8,275,2200,26400,1067,12804,2017,256,0.890625,0.97265625,0.08203125,256
partial_replacement,12,8,300,2400,28800,1168,14016,2211,256,0.89453125,0.9765625,0.08203125,256
full,12,9,0,0,0,0,0,0,256,0.40625,0.7578125,0.3515625,256
full,12,9,25,200,2400,151,1812,151,256,0.56640625,0.83984375,0.2734375,256
full,12,9,50,400,4800,313,3756,313,256,0.671875,0.89453125,0.22265625,256
full,12,9,75,600,7200,497,5964,497,256,0.76171875,0.9140625,0.15234375,256
full,12,9,100,800,9600,678,8136,678,256,0.83984375,0.9296875,0.08984375,256
full,12,9,125,1000,12000,861,10332,861,256,0.8359375,0.92578125,0.08984375,256
full,12,9,150,1200,14400,1046,12552,1046,256,0.87109375,0.953125,0.08203125,256
full,12,9,175,1400,16800,1236,14832,1236,256,0.87109375,0.953125,0.08203125,256
full,12,9,200,1600,19200,1428,17136,1428,256,0.88671875,0.953125,0.06640625,256
full,12,9,225,1800,21600,1618,19416,1618,256,0.90234375,0.9609375,0.05859375,256
full,12,9,250,2000,24000,1808,21696,1808,256,0.8984375,0.953125,0.0546875,256
full,12,9,275,2200,26400,2000,24000,2000,256,0.92578125,0.96875,0.04296875,256
full,12,9,300,2400,28800,2194,26328,2194,256,0.9296875,0.9765625,0.046875,256
proxy,12,9,0,0,0,0,0,0,256,0.40625,0.7578125,0.3515625,256
proxy,12,9,25,200,2400,0,0,155,256,0.35546875,0.87890625,0.5234375,256
proxy,12,9,50,400,4800,0,0,323,256,0.390625,0.90234375,0.51171875,256
proxy,12,9,75,600,7200,0,0,506,256,0.40625,0.91015625,0.50390625,256
proxy,12,9,100,800,9600,0,0,690,256,0.4453125,0.93359375,0.48828125,256
proxy,12,9,125,1000,12000,0,0,879,256,0.390625,0.94140625,0.55078125,256
proxy,12,9,150,1200,14400,0,0,1068,256,0.390625,0.9609375,0.5703125,256
proxy,12,9,175,1400,16800,0,0,1259,256,0.2734375,0.96875,0.6953125,256
proxy,12,9,200,1600,19200,0,0,1454,256,0.234375,0.96875,0.734375,256
proxy,12,9,225,1800,21600,0,0,1643,256,0.1796875,0.9765625,0.796875,256
proxy,12,9,250,2000,24000,0,0,1835,256,0.12109375,0.9765625,0.85546875,256
proxy,12,9,275,2200,26400,0,0,2030,256,0.11328125,0.9765625,0.86328125,256
proxy,12,9,300,2400,28800,0,0,2224,256,0.11328125,0.98046875,0.8671875,256
whole_group_residual,12,9,0,0,0,0,0,0,256,0.40625,0.7578125,0.3515625,256
whole_group_residual,12,9,25,200,2400,68,816,152,256,0.58984375,0.85546875,0.265625,256
whole_group_residual,12,9,50,400,4800,150,1800,311,256,0.69140625,0.890625,0.19921875,256
whole_group_residual,12,9,75,600,7200,240,2880,493,256,0.7421875,0.91015625,0.16796875,256
whole_group_residual,12,9,100,800,9600,326,3912,676,256,0.8359375,0.93359375,0.09765625,256
whole_group_residual,12,9,125,1000,12000,416,4992,860,256,0.83984375,0.9296875,0.08984375,256
whole_group_residual,12,9,150,1200,14400,535,6420,1046,256,0.8671875,0.94921875,0.08203125,256
whole_group_residual,12,9,175,1400,16800,640,7680,1236,256,0.8828125,0.95703125,0.07421875,256
whole_group_residual,12,9,200,1600,19200,746,8952,1427,256,0.89453125,0.96484375,0.0703125,256
whole_group_residual,12,9,225,1800,21600,815,9780,1617,256,0.90625,0.9609375,0.0546875,256
whole_group_residual,12,9,250,2000,24000,887,10644,1808,256,0.91796875,0.96484375,0.046875,256
whole_group_residual,12,9,275,2200,26400,986,11832,2000,256,0.9296875,0.96875,0.0390625,256
whole_group_residual,12,9,300,2400,28800,1102,13224,2194,256,0.91015625,0.96484375,0.0546875,256
rr_completion,12,9,0,0,0,0,0,0,256,0.40625,0.7578125,0.3515625,256
rr_completion,12,9,25,200,2400,67,804,153,256,0.5703125,0.84375,0.2734375,256
rr_completion,12,9,50,400,4800,150,1800,312,256,0.703125,0.890625,0.1875,256
rr_completion,12,9,75,600,7200,239,2868,495,256,0.74609375,0.91015625,0.1640625,256
rr_completion,12,9,100,800,9600,322,3864,673,256,0.84375,0.94921875,0.10546875,256
rr_completion,12,9,125,1000,12000,416,4992,856,256,0.83203125,0.921875,0.08984375,256
rr_completion,12,9,150,1200,14400,534,6408,1042,256,0.875,0.95703125,0.08203125,256
rr_completion,12,9,175,1400,16800,637,7644,1232,256,0.8828125,0.953125,0.0703125,256
rr_completion,12,9,200,1600,19200,749,8988,1424,256,0.88671875,0.9609375,0.07421875,256
rr_completion,12,9,225,1800,21600,831,9972,1612,256,0.90234375,0.96484375,0.0625,256
rr_completion,12,9,250,2000,24000,917,11004,1803,256,0.90625,0.96484375,0.05859375,256
rr_completion,12,9,275,2200,26400,1015,12180,1996,256,0.92578125,0.96875,0.04296875,256
rr_completion,12,9,300,2400,28800,1122,13464,2189,256,0.9140625,0.9609375,0.046875,256
naive_reward_ht,12,9,0,0,0,0,0,0,256,0.40625,0.7578125,0.3515625,256
naive_reward_ht,12,9,25,200,2400,66,792,142,256,0.5,0.796875,0.296875,256
naive_reward_ht,12,9,50,400,4800,142,1704,297,256,0.59765625,0.8671875,0.26953125,256
naive_reward_ht,12,9,75,600,7200,227,2724,472,256,0.6328125,0.86328125,0.23046875,256
naive_reward_ht,12,9,100,800,9600,306,3672,633,256,0.6796875,0.875,0.1953125,256
naive_reward_ht,12,9,125,1000,12000,386,4632,805,256,0.73046875,0.88671875,0.15625,256
naive_reward_ht,12,9,150,1200,14400,480,5760,976,256,0.75390625,0.90625,0.15234375,256
naive_reward_ht,12,9,175,1400,16800,561,6732,1158,256,0.76953125,0.90625,0.13671875,256
naive_reward_ht,12,9,200,1600,19200,654,7848,1344,256,0.8046875,0.9140625,0.109375,256
naive_reward_ht,12,9,225,1800,21600,741,8892,1527,256,0.828125,0.92578125,0.09765625,256
naive_reward_ht,12,9,250,2000,24000,832,9984,1709,256,0.83203125,0.93359375,0.1015625,256
naive_reward_ht,12,9,275,2200,26400,921,11052,1895,256,0.83984375,0.9296875,0.08984375,256
naive_reward_ht,12,9,300,2400,28800,1021,12252,2081,256,0.84765625,0.9375,0.08984375,256
partial_replacement,12,9,0,0,0,0,0,0,256,0.40625,0.7578125,0.3515625,256
partial_replacement,12,9,25,200,2400,68,816,150,256,0.56640625,0.875,0.30859375,256
partial_replacement,12,9,50,400,4800,146,1752,315,256,0.61328125,0.89453125,0.28125,256
partial_replacement,12,9,75,600,7200,233,2796,497,256,0.703125,0.90234375,0.19921875,256
partial_replacement,12,9,100,800,9600,322,3864,675,256,0.7734375,0.93359375,0.16015625,256
partial_replacement,12,9,125,1000,12000,407,4884,860,256,0.8125,0.9375,0.125,256
partial_replacement,12,9,150,1200,14400,508,6096,1048,256,0.83984375,0.953125,0.11328125,256
partial_replacement,12,9,175,1400,16800,594,7128,1238,256,0.8359375,0.95703125,0.12109375,256
partial_replacement,12,9,200,1600,19200,689,8268,1433,256,0.8515625,0.95703125,0.10546875,256
partial_replacement,12,9,225,1800,21600,779,9348,1623,256,0.8671875,0.9609375,0.09375,256
partial_replacement,12,9,250,2000,24000,876,10512,1813,256,0.87109375,0.9609375,0.08984375,256
partial_replacement,12,9,275,2200,26400,969,11628,2006,256,0.87890625,0.97265625,0.09375,256
partial_replacement,12,9,300,2400,28800,1074,12888,2198,256,0.90234375,0.9765625,0.07421875,256
full,24,0,0,0,0,0,0,0,256,0.15625,0.6875,0.53125,256
full,24,0,25,200,4800,153,3672,153,256,0.33203125,0.765625,0.43359375,256
full,24,0,50,400,9600,314,7536,314,256,0.4296875,0.796875,0.3671875,256
full,24,0,75,600,14400,486,11664,486,256,0.51953125,0.8203125,0.30078125,256
full,24,0,100,800,19200,657,15768,657,256,0.59375,0.85546875,0.26171875,256
full,24,0,125,1000,24000,837,20088,837,256,0.64453125,0.86328125,0.21875,256
full,24,0,150,1200,28800,1022,24528,1022,256,0.6796875,0.8828125,0.203125,256
full,24,0,175,1400,33600,1210,29040,1210,256,0.7265625,0.8984375,0.171875,256
full,24,0,200,1600,38400,1395,33480,1395,256,0.75,0.921875,0.171875,256
full,24,0,225,1800,43200,1583,37992,1583,256,0.77734375,0.91796875,0.140625,256
full,24,0,250,2000,48000,1773,42552,1773,256,0.7890625,0.921875,0.1328125,256
full,24,0,275,2200,52800,1961,47064,1961,256,0.81640625,0.93359375,0.1171875,256
full,24,0,300,2400,57600,2148,51552,2148,256,0.83203125,0.94140625,0.109375,256
proxy,24,0,0,0,0,0,0,0,256,0.15625,0.6875,0.53125,256
proxy,24,0,25,200,4800,0,0,156,256,0.22265625,0.80859375,0.5859375,256
proxy,24,0,50,400,9600,0,0,325,256,0.2421875,0.828125,0.5859375,256
proxy,24,0,75,600,14400,0,0,501,256,0.2578125,0.84375,0.5859375,256
proxy,24,0,100,800,19200,0,0,686,256,0.2265625,0.859375,0.6328125,256
proxy,24,0,125,1000,24000,0,0,870,256,0.1875,0.88671875,0.69921875,256
proxy,24,0,150,1200,28800,0,0,1057,256,0.1796875,0.890625,0.7109375,256
proxy,24,0,175,1400,33600,0,0,1244,256,0.1171875,0.91015625,0.79296875,256
proxy,24,0,200,1600,38400,0,0,1426,256,0.12890625,0.921875,0.79296875,256
proxy,24,0,225,1800,43200,0,0,1614,256,0.13671875,0.92578125,0.7890625,256
proxy,24,0,250,2000,48000,0,0,1803,256,0.1640625,0.92578125,0.76171875,256
proxy,24,0,275,2200,52800,0,0,1989,256,0.09375,0.953125,0.859375,256
proxy,24,0,300,2400,57600,0,0,2174,256,0.12109375,0.9453125,0.82421875,256
